uid,namedLocation,domainID,siteID,plotID,nrcsDescriptionID,collectDate,horizonID,horizonName,biogeoIDnrcs,biogeoSampleType,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,particleSizeDistProcessedDate,particleSizeDistMethodPub,particleSizeDistMethod,coarseFrag2To5,coarseFrag5To20,sandTotal,siltTotal,clayTotal,carbonateClay,clayFineContent,siltFineContent,siltCoarseContent,sandVeryFineContent,sandFineContent,sandMediumContent,sandCoarseContent,sandVeryCoarseContent,laboratoryName,dataQF,publicationDate,release
143abcb9-fbce-4820-b43c-d1ad40452860,TREE_041.basePlot.all,D05,TREE,TREE_041,S2016WI069041,2016-10-18,17N02328,Bs,S2016WI069041-2,bulk,11,36,23.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),30.4,75.3,56.4,35.4,8.2,,,17.7,17.7,7.1,18.7,24,5.1,1.5,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
e06f593f-7f13-49a8-98f1-116fd3bb9d7d,TREE_041.basePlot.all,D05,TREE,TREE_041,S2016WI069041,2016-10-18,17N02329,E/B,S2016WI069041-3,bulk,36,64,50,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),26.1,79.7,56.4,37.1,6.5,,,18.1,19,7.6,18.4,24.1,5.2,1.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
59eb15e5-9891-4c14-ad12-979682f52baa,TREE_021.basePlot.all,D05,TREE,TREE_021,S2016WI069021,2016-10-18,17N02316,Bs2,S2016WI069021-4,bulk,26,39,32.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),1.5,1.5,89.2,7.5,3.3,,,4,3.5,3.4,36.3,44,5.2,0.3,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
74c74070-d425-49ca-b5ee-a535095b40f2,TREE_009.basePlot.all,D05,TREE,TREE_009,S2016WI069009,2016-10-18,17N02289,Oi,S2016WI069009-1,bulk,0,10,5,,"","",0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
017dcdc6-bc91-4f7f-9097-c7301e1d63c4,TREE_001.basePlot.all,D05,TREE,TREE_001,S2016WI069001,2016-10-18,17N02278,E,S2016WI069001-3,bulk,6,15,10.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),6.2,3.8,88,10.3,1.7,,,6.5,3.8,3.8,22,49.9,10.8,1.5,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
955d2967-d292-41b1-a297-a5d5bd85b2c1,TREE_001.basePlot.all,D05,TREE,TREE_001,S2016WI069001,2016-10-18,17N02279,Bs1,S2016WI069001-4,bulk,15,37,26,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),13.9,6.6,89.7,6.7,3.6,,,3.5,3.2,4.5,25.4,45,13.4,1.4,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
3377d071-082c-4bdf-aa90-aa6d90964769,TREE_021.basePlot.all,D05,TREE,TREE_021,S2016WI069021,2016-10-18,17N02315,Bs1,S2016WI069021-3,bulk,19,26,22.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0.9,0,85.2,8.4,6.4,,,4.5,3.9,3.9,34.7,41.5,4.7,0.4,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
4f3b1887-b8ea-4713-b656-fb891aeb6429,TREE_021.basePlot.all,D05,TREE,TREE_021,S2016WI069021,2016-10-18,17N02318,2Bs4,S2016WI069021-6,bulk,61,84,72.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),14.3,19.3,90.6,7.9,1.5,,,3.4,4.5,5.1,29.4,47.8,7,1.3,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
2da2045b-4a8f-4729-a919-d760bb2b8199,TREE_020.basePlot.all,D05,TREE,TREE_020,S2016WI069020,2016-10-18,17N02307,Oa,S2016WI069020-1,bulk,0,7,3.5,2017-10-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),7.8,0,81.5,13.7,4.8,,,9.2,4.5,1.9,13.6,50.6,13.9,1.5,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
2af80b94-ce4d-4b55-87fc-4af48de8a4de,TREE_020.basePlot.all,D05,TREE,TREE_020,S2016WI069020,2016-10-18,17N02309,Bs1,S2016WI069020-3,bulk,17,26,21.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),20.9,9.2,87.6,7.7,4.7,,,4.4,3.3,2.8,22.1,50.4,9.8,2.5,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
31eeb561-21de-456a-97f0-f8c08dbb81be,TREE_021.basePlot.all,D05,TREE,TREE_021,S2016WI069021,2016-10-18,17N02319,2BC,S2016WI069021-7,bulk,84,100,92,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),47,55.1,87.8,11,1.2,,,3.6,7.4,6.7,27.8,42.4,8.2,2.7,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
52ac4541-e72d-4e77-9af1-c634bfda8ee5,TREE_009.basePlot.all,D05,TREE,TREE_009,S2016WI069009,2016-10-18,17N02291,Oa,S2016WI069009-3,bulk,36,100,68,,"","",0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
b8f36b69-aba9-434f-9d3b-b7fb0a5f67a3,TREE_021.basePlot.all,D05,TREE,TREE_021,S2016WI069021,2016-10-18,17N02313,Oa,S2016WI069021-1,bulk,0,5,2.5,,"","",0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
167a038b-85a7-4e1a-8e9c-91dbbc464442,TREE_041.basePlot.all,D05,TREE,TREE_041,S2016WI069041,2016-10-18,17N02327,A,S2016WI069041-1,bulk,0,11,5.5,2017-10-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),18.6,70.6,55.5,37.3,7.2,,,19.2,18.1,7.4,18.8,23.9,4.8,0.6,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
20061f1a-30d4-4dea-89da-dca88b0e8c99,TREE_041.basePlot.all,D05,TREE,TREE_041,S2016WI069041,2016-10-18,17N02330,2Bt,S2016WI069041-4,bulk,64,100,82,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),60.5,91.6,88.6,8.3,3.1,,,3.8,4.5,7.8,26.5,40.3,9.9,4.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
65a7f349-1531-4565-ba9b-1e8ddc532704,TREE_020.basePlot.all,D05,TREE,TREE_020,S2016WI069020,2016-10-18,17N02311,2Bs3,S2016WI069020-5,bulk,45,61,53,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),51.9,81.4,96.8,2.6,0.6,,,1.3,1.3,1.3,28.4,50,12,5.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
d3d1c090-5726-4194-b00d-ca564538026f,TREE_024.basePlot.all,D05,TREE,TREE_024,S2016WI069024,2016-10-19,17N02322,Bs1,S2016WI069024-3,bulk,16,30,23,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),13.7,1.5,87,8.1,4.9,,,4.5,3.6,3.3,24,48.5,9.1,2.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
cabba90a-0284-4c5a-9074-94b12c817ef0,TREE_050.basePlot.all,D05,TREE,TREE_050,S2016WI069050,2016-10-19,17N02335,C1,S2016WI069050-5,bulk,89,100,94.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),42.2,44.1,95.2,1.7,3.1,,,0.5,1.2,1.6,31.8,45,12.8,4,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
c078a754-347f-4bb7-ba3c-c8a09a619204,TREE_050.basePlot.all,D05,TREE,TREE_050,S2016WI069050,2016-10-19,17N02331,A,S2016WI069050-1,bulk,0,17,8.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),12.7,34.4,68.4,25.4,6.2,,,13.6,11.8,5.9,24.4,30.5,6.6,1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
641fa560-56fa-4bd0-89b3-4931f03a4ddd,TREE_024.basePlot.all,D05,TREE,TREE_024,S2016WI069024,2016-10-19,17N02320,A,S2016WI069024-1,bulk,0,8,4,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),3,0,86.5,10.9,2.6,,,6.7,4.2,3.7,22.4,49.2,10.2,1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
05200bc6-eca9-4975-af0f-cac0a3be2a67,TREE_024.basePlot.all,D05,TREE,TREE_024,S2016WI069024,2016-10-19,17N02321,E,S2016WI069024-2,bulk,8,16,12,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),2.5,0.7,90.5,8.8,0.7,,,5.2,3.6,3.5,19.4,56.4,10,1.2,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
dd118860-bc18-4b9e-b728-f75cab7a1d7f,TREE_024.basePlot.all,D05,TREE,TREE_024,S2016WI069024,2016-10-19,17N02326,C2,S2016WI069024-7,bulk,90,100,95,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),15,14.5,93.4,5.5,1.1,,,2.9,2.6,3.7,24.6,49.8,12.2,3.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
b005eef6-3e8a-4c7c-8891-12beaadcacad,TREE_050.basePlot.all,D05,TREE,TREE_050,S2016WI069050,2016-10-19,17N02332,Bs1,S2016WI069050-2,bulk,17,39,28,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),29.2,41.4,80.1,14.3,5.6,,,6.9,7.4,4.4,31.6,35.2,6.3,2.6,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
dbe89109-3db2-4b76-941d-939b0e520172,TREE_050.basePlot.all,D05,TREE,TREE_050,S2016WI069050,2016-10-19,17N02334,BC,S2016WI069050-4,bulk,57,89,73,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),39.3,42.5,93.4,3.9,2.7,,,1.4,2.5,2.7,32.3,45.5,9,3.9,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
bfbde059-ed6e-4e94-8641-9a20fa196fed,TREE_024.basePlot.all,D05,TREE,TREE_024,S2016WI069024,2016-10-19,17N02324,BC,S2016WI069024-5,bulk,43,58,50.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),37.7,40.9,94.5,4.8,0.7,,,1.1,3.7,5.2,26.7,46.7,12,3.9,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
de25d474-a3f1-4f3f-b1f2-16eb1734dab2,TREE_024.basePlot.all,D05,TREE,TREE_024,S2016WI069024,2016-10-19,17N02325,C1,S2016WI069024-6,bulk,58,90,74,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),6,5,97.1,2.6,0.3,,,1.3,1.3,2.9,27.6,56.9,8.9,0.8,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
77d2a6d4-6e8d-4930-8c72-319daf160131,TREE_024.basePlot.all,D05,TREE,TREE_024,S2016WI069024,2016-10-19,17N02323,Bs2,S2016WI069024-4,bulk,30,43,36.5,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),18.9,5.5,91.2,6,2.8,,,3.2,2.8,3.1,22.6,49.9,11.5,4.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
98412212-62c5-44d9-a088-d2d8d1b0e5f6,TREE_050.basePlot.all,D05,TREE,TREE_050,S2016WI069050,2016-10-19,17N02333,Bs2,S2016WI069050-3,bulk,39,57,48,2017-10-23,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),26.6,43.5,86.5,10,3.5,,,4.5,5.5,5.1,36,37.1,5.9,2.4,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T183044Z,RELEASE-2021
fe74a629-fc97-45d3-9453-26056de806cc,ORNL_001.basePlot.all,D07,ORNL,ORNL_001,S2016TN001001,2016-08-02,17N02576,Oi,S2016TN001001-1,bulk,0,2,1,"","","",0,23.3,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
ac4f6ae7-c253-407a-9966-dd970cf68858,ORNL_018.basePlot.all,D07,ORNL,ORNL_018,S2016TN001018,2016-08-02,17N02592,Oi,S2016TN001018-1,bulk,0,2,1,"","","",0,84.2,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
0f1725ce-dd26-4170-bb32-d97ae051cb21,ORNL_014.basePlot.all,D07,ORNL,ORNL_014,S2016TN145014,2016-08-02,17N02633,A,S2016TN145014-1,bulk,0,10,5,2017-12-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),108.4,223.4,30.1,53.4,16.5,,,39.4,14,5.3,5.6,11,5.3,2.9,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
37292baf-6d71-4bbb-ac5a-ce51461f8ef1,ORNL_001.basePlot.all,D07,ORNL,ORNL_001,S2016TN001001,2016-08-02,17N02579,Bt,S2016TN001001-4,bulk,14,34,24,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),93.4,96.1,43.7,40.9,15.4,,,27.9,13,12.6,18.1,6.9,2.4,3.7,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
97c7d806-73ec-4227-84c3-9a6681a09572,ORNL_001.basePlot.all,D07,ORNL,ORNL_001,S2016TN001001,2016-08-02,17N02578,AB,S2016TN001001-3,bulk,5,14,9.5,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),78.9,119.7,47.5,38.9,13.6,,,26,12.9,10.9,16.9,11.5,4,4.2,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
a8ff6142-d49a-429d-823a-711079dd834a,ORNL_014.basePlot.all,D07,ORNL,ORNL_014,S2016TN145014,2016-08-02,17N02636,Bt2,S2016TN145014-4,bulk,43,100,71.5,2017-12-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),56,131.2,5.7,35.5,58.8,,,29.1,6.4,2.3,1.6,0.8,0.7,0.3,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
435e4425-c326-4a6a-bdb5-d6776b47fdfd,ORNL_014.basePlot.all,D07,ORNL,ORNL_014,S2016TN145014,2016-08-02,17N02634,BA,S2016TN145014-2,bulk,10,30,20,2017-12-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),95.2,176.8,23.5,57.7,18.8,,,43.3,14.4,4.9,4.3,7.2,3.6,3.5,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
62b54668-4d1d-490b-8e48-8e62ef643828,ORNL_014.basePlot.all,D07,ORNL,ORNL_014,S2016TN145014,2016-08-02,17N02635,Bt1,S2016TN145014-3,bulk,30,43,36.5,2017-12-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),48,30.1,9.9,52.9,37.2,,,40.2,12.7,2.5,2.6,2.2,1.3,1.3,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
8947c06d-1a3a-42e6-9a78-8d00460db31e,ORNL_001.basePlot.all,D07,ORNL,ORNL_001,S2016TN001001,2016-08-02,17N02580,BC,S2016TN001001-5,bulk,34,100,67,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),81.8,164.5,51.6,39,9.4,,,26.2,12.8,12.8,19.2,12.9,3.8,2.9,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
063c0905-a904-4af2-a17d-62db97679e42,ORNL_018.basePlot.all,D07,ORNL,ORNL_018,S2016TN001018,2016-08-02,17N02593,A,S2016TN001018-2,bulk,2,12,7,2017-12-14,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),158.5,314.4,70,24.3,5.7,,,18.1,6.2,4.9,12.5,38,7.2,7.4,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
3feef25a-5e68-4b1d-a68e-a88cf0ded3f3,ORNL_001.basePlot.all,D07,ORNL,ORNL_001,S2016TN001001,2016-08-02,17N02577,A,S2016TN001001-2,bulk,2,5,3.5,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),65.9,77.4,48,39.4,12.6,,,26.4,13,10.8,18.7,12.2,3.3,3,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
7760ae68-5ec1-4585-bdc5-1d167d2c264d,ORNL_018.basePlot.all,D07,ORNL,ORNL_018,S2016TN001018,2016-08-02,17N02594,Bt,S2016TN001018-3,bulk,12,32,22,2017-12-14,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),139.8,261.2,67.5,25.5,7,,,19.4,6.1,4.9,13.5,37.2,7.2,4.7,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
bca1abf4-39aa-4959-8461-12fafb14a027,ORNL_018.basePlot.all,D07,ORNL,ORNL_018,S2016TN001018,2016-08-02,17N02595,C,S2016TN001018-4,bulk,32,100,66,2017-12-14,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),176.6,299.4,83.8,12.1,4.1,,,9.1,3,3,14,50.2,8.9,7.7,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
79293d56-99fb-4f5c-9239-4efbe0d512bc,ORNL_003.basePlot.all,D07,ORNL,ORNL_003,S2016TN001003,2016-08-03,17N02581,Oi,S2016TN001003-1,bulk,0,4,2,"","","",79.3,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
2adf3bb4-3159-43aa-9be5-49c404f48589,ORNL_008.basePlot.all,D07,ORNL,ORNL_008,S2016TN145008,2016-08-03,17N02628,Bt1,S2016TN145008-4,bulk,36,61,48.5,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),92.1,110.1,29.8,51.5,18.7,,,38,13.5,6.2,8.1,8,3.8,3.7,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
243094b4-b13d-4a36-9347-8dcb312cd94d,ORNL_007.basePlot.all,D07,ORNL,ORNL_007,S2016TN145007,2016-08-03,17N02624,Bt2,S2016TN145007-4,bulk,60,100,80,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),126.2,176.8,23.8,50,26.2,,,38.5,11.5,4.3,2.3,2.9,4.5,9.8,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
40d388ee-c183-4a84-b829-72f6c683921a,ORNL_003.basePlot.all,D07,ORNL,ORNL_003,S2016TN001003,2016-08-03,17N02582,BE,S2016TN001003-2,bulk,4,12,8,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),132.5,84.7,19.8,59.9,20.3,,,34.8,25.1,7.4,1.5,1.6,4.3,5,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
ad579d3d-0290-4715-8613-c64f0af5d54f,ORNL_015.basePlot.all,D07,ORNL,ORNL_015,S2016TN001015,2016-08-03,17N02591,Bw,S2016TN001015-2,bulk,4,20,12,2017-12-14,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),133.2,313.1,31.6,47.9,20.5,,,32.9,15,9.3,4.7,4.7,6.9,6,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
110a2ad0-aad1-41eb-9000-4c4b74fa195f,ORNL_008.basePlot.all,D07,ORNL,ORNL_008,S2016TN145008,2016-08-03,17N02627,BE,S2016TN145008-3,bulk,23,36,29.5,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),58.9,71.3,32.2,51.8,16,,,39.1,12.7,6.4,8.9,8.4,4,4.5,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
3eb0c743-dc3e-4990-9c35-e729bea4d77f,ORNL_003.basePlot.all,D07,ORNL,ORNL_003,S2016TN001003,2016-08-03,17N02583,Bw,S2016TN001003-3,bulk,12,44,28,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),136.2,289.8,31.3,49.4,19.3,,,29.4,20,7.8,4.6,4,9.3,5.6,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
7c871543-620e-4159-b27f-852c0f1a93f2,ORNL_015.basePlot.all,D07,ORNL,ORNL_015,S2016TN001015,2016-08-03,17N02590,Oi,S2016TN001015-1,bulk,0,4,2,"","","",0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
4bc38700-ec35-4ab8-83b0-c7f41bd0f053,ORNL_007.basePlot.all,D07,ORNL,ORNL_007,S2016TN145007,2016-08-03,17N02623,Bt1,S2016TN145007-3,bulk,36,60,48,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),250.2,227.8,24.2,54,21.8,,,42,12,3.7,1.7,2.2,4.5,12.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
1228d244-9327-4611-943e-d000d7d3ebba,ORNL_007.basePlot.all,D07,ORNL,ORNL_007,S2016TN145007,2016-08-03,17N02622,BA,S2016TN145007-2,bulk,18,36,27,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),125.9,100.7,17,61.2,21.8,,,47.5,13.7,4,2.3,3,3.9,3.8,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
4900c4a7-62e4-4ecb-a3ce-ce251bb03e77,ORNL_008.basePlot.all,D07,ORNL,ORNL_008,S2016TN145008,2016-08-03,17N02629,2Bt2,S2016TN145008-5,bulk,61,100,80.5,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),24.5,14,15.3,42,42.7,,,32.2,9.8,6.9,2.5,3.4,1.5,1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
d6ec7607-028c-4151-bb35-1fb2e6bbd077,ORNL_007.basePlot.all,D07,ORNL,ORNL_007,S2016TN145007,2016-08-03,17N02621,A,S2016TN145007-1,bulk,0,18,9,2018-01-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),92.8,184.4,17.6,61.6,20.8,,,48.6,13,3.9,2.5,2.9,5.1,3.2,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T145541Z,RELEASE-2021
