uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,setDate,collectDate,massSampleMixtureID,ligninSampleID,ligninSampleBarcode,analyticalRepNumber,dryMass,ligninPercent,cellulosePercent,measurementQF,accuracyQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release
c757be9d-5a06-4ddf-9dd1-f3f6ed17bc28,2020-02-28,DELA_048.basePlot.ltr,D08,DELA,DELA_048,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA048.20191118.LVS,NEON.LTR.DELA048.20191118.LVS.LIG,A00000145760,1,0.5,15.3,16.7,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
072701a0-36f2-4f10-834e-88f35ba85df2,2020-02-28,DELA_046.basePlot.ltr,D08,DELA,DELA_046,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA046.20191118.LVS,NEON.LTR.DELA046.20191118.LVS.LIG,A00000145777,1,0.495,25.25,23.2,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
82e20fbf-20a3-415b-a543-831184e9f151,2020-02-28,DELA_047.basePlot.ltr,D08,DELA,DELA_047,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA047.20191118.LVS,NEON.LTR.DELA047.20191118.LVS.LIG,A00000145709,1,0.48,23.76,19.62,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
c9fc9bfc-c688-4d00-92c7-d2cbb90910dc,2020-02-28,DELA_040.basePlot.ltr,D08,DELA,DELA_040,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA040.20191118.LVS,NEON.LTR.DELA040.20191118.LVS.LIG,A00000145789,1,0.487,22.45,22.86,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
fa1fbc04-f84f-4c93-a611-06ceccd26501,2020-02-28,DELA_044.basePlot.ltr,D08,DELA,DELA_044,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA044.20191118.LVS,NEON.LTR.DELA044.20191118.LVS.LIG,A00000145756,1,0.458,20.71,19.5,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
8d439863-d80b-448e-8af7-203ccbfc3e86,2020-02-28,DELA_053.basePlot.ltr,D08,DELA,DELA_053,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA053.20191118.LVS,NEON.LTR.DELA053.20191118.LVS.LIG,A00000145748,1,0.489,15.74,21.37,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
03021db0-a5ec-4986-8534-d7f785d91d46,2020-02-28,DELA_054.basePlot.ltr,D08,DELA,DELA_054,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA054.20191118.LVS,NEON.LTR.DELA054.20191118.LVS.LIG,A00000145778,1,0.483,24.45,18.8,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
9df97b9a-92ae-49f7-ae39-4d10b9f43fee,2020-02-28,DELA_056.basePlot.ltr,D08,DELA,DELA_056,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA056.20191118.LVS,NEON.LTR.DELA056.20191118.LVS.LIG,A00000145796,1,0.496,18.86,18.43,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
76272d7c-56c4-43ba-873b-35d31ebe746f,2020-02-28,DELA_039.basePlot.ltr,D08,DELA,DELA_039,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA039.20191118.LVS,NEON.LTR.DELA039.20191118.LVS.LIG,A00000145743,1,0.457,14.61,18.76,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
f6cc5d9d-cc04-4ec9-abed-e55289a168ee,2020-02-28,DELA_042.basePlot.ltr,D08,DELA,DELA_042,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA042.20191118.LVS,NEON.LTR.DELA042.20191118.LVS.LIG,A00000145758,1,0.474,21.8,23.09,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
3a2b8350-b0b5-47b7-9154-a55e0efc386d,2020-02-28,DELA_050.basePlot.ltr,D08,DELA,DELA_050,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA050.20191118.LVS,NEON.LTR.DELA050.20191118.LVS.LIG,A00000145727,1,0.491,18.38,20.34,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
e9e29e75-24a5-4ca7-ae6e-b4ef42d759a5,2020-02-28,DELA_052.basePlot.ltr,D08,DELA,DELA_052,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA052.20191118.LVS,NEON.LTR.DELA052.20191118.LVS.LIG,A00000145740,1,0.459,19.69,19.52,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
5e594059-9dc6-4307-bb83-a910614686a0,2020-02-28,DELA_055.basePlot.ltr,D08,DELA,DELA_055,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA055.20191118.LVS,NEON.LTR.DELA055.20191118.LVS.LIG,A00000145780,1,0.486,13.98,15.46,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
3729f4b5-657d-487f-b73b-505fac9c93e4,2020-02-28,DELA_037.basePlot.ltr,D08,DELA,DELA_037,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA037.20191118.LVS,NEON.LTR.DELA037.20191118.LVS.LIG,A00000145735,1,0.49,17.15,17.61,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
1913ab1d-b731-4312-b3a9-f3ec9a85a918,2020-02-28,DELA_045.basePlot.ltr,D08,DELA,DELA_045,tower,2019-11-04T18:00Z,2019-11-18T18:00Z,NEON.LTR.DELA045.20191118.LVS,NEON.LTR.DELA045.20191118.LVS.LIG,A00000145730,1,0.476,18.11,25.6,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T234336Z,RELEASE-2022
2e72ff27-1e55-4b5e-b1fe-e4d4086b50b2,2019-08-01,LENO_061.basePlot.ltr,D08,LENO,LENO_061,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO061.20181112.LVS,NEON.LTR.LENO061.20181112.LVS.LIG,B00000004335,1,0.47,32.44,18.84,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
299ff1f0-b765-4096-88e2-d1ebba80cd5c,2019-08-01,LENO_070.basePlot.ltr,D08,LENO,LENO_070,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO070.20181112.LVS,NEON.LTR.LENO070.20181112.LVS.LIG,B00000004372,1,0.473,31.97,22.57,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
54846211-5bf2-4913-b8fc-bf6e9da05451,2019-08-01,LENO_068.basePlot.ltr,D08,LENO,LENO_068,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO068.20181112.LVS,NEON.LTR.LENO068.20181112.LVS.LIG,B00000004365,1,0.474,28.24,21.49,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
0122038d-49ec-4c88-a9cb-5d96b9f71dae,2019-08-01,LENO_067.basePlot.ltr,D08,LENO,LENO_067,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO067.20181112.LVS,NEON.LTR.LENO067.20181112.LVS.LIG,B00000004361,1,0.455,27.38,21.39,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
4b521261-cab6-481f-8bd0-a6ac3cb20ca4,2019-08-01,LENO_066.basePlot.ltr,D08,LENO,LENO_066,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO066.20181112.LVS,NEON.LTR.LENO066.20181112.LVS.LIG,B00000004355,1,0.464,34.69,22.43,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
43c203d2-93f9-4db5-8a17-7d91bb25e7e2,2019-08-01,LENO_065.basePlot.ltr,D08,LENO,LENO_065,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO065.20181112.LVS,NEON.LTR.LENO065.20181112.LVS.LIG,B00000004353,1,0.495,29.34,20.74,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
1da7cf97-b394-4602-bb26-d03f1fa73076,2019-08-01,LENO_066.basePlot.ltr,D08,LENO,LENO_066,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO066.20181112.NDL,NEON.LTR.LENO066.20181112.NDL.LIG,B00000004357,1,0.478,26.78,24.15,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
99214dca-b9d3-4cc7-83a3-b75f4c0fc0ed,2019-08-01,LENO_063.basePlot.ltr,D08,LENO,LENO_063,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO063.20181112.LVS,NEON.LTR.LENO063.20181112.LVS.LIG,B00000004343,1,0.473,31.19,18.17,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
90d2d56e-b5da-4af7-be0e-f1ee637693e3,2019-08-01,LENO_069.basePlot.ltr,D08,LENO,LENO_069,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO069.20181112.LVS,NEON.LTR.LENO069.20181112.LVS.LIG,B00000004369,1,0.486,31.14,20.74,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
2bf05130-8a5b-47d7-ad19-0c606e03d6cb,2019-08-01,LENO_064.basePlot.ltr,D08,LENO,LENO_064,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO064.20181112.NDL,NEON.LTR.LENO064.20181112.NDL.LIG,B00000004349,1,0.495,27.48,24.36,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
494b535c-9fc2-4948-a444-0b2c42af12ac,2019-08-01,LENO_064.basePlot.ltr,D08,LENO,LENO_064,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO064.20181112.LVS,NEON.LTR.LENO064.20181112.LVS.LIG,B00000004346,1,0.47,33.18,19.97,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
7fbb0f47-ca56-45e5-8f22-a20a39d92498,2019-08-01,LENO_068.basePlot.ltr,D08,LENO,LENO_068,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO068.20181112.NDL,NEON.LTR.LENO068.20181112.NDL.LIG,B00000004366,1,0.271,24.21,19.53,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
601be172-449e-468c-81fd-36bf0a1b3add,2019-08-01,LENO_062.basePlot.ltr,D08,LENO,LENO_062,tower,2018-10-29T17:00Z,2018-11-12T18:00Z,NEON.LTR.LENO062.20181112.LVS,NEON.LTR.LENO062.20181112.LVS.LIG,B00000004338,1,0.497,34.39,20.64,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,,20211221T203200Z,RELEASE-2022
